id,year,category,nominee,staff,company,producer,win
139,2019,Outstanding Lighting Design/Lighting Direction For A Variety Series,Dancing With The Stars,"Simon Miles, Lighting Designer; Suzanne Sotelo, Lighting Director; Pete Radice, Lighting Director; Matt McAdam, Lighting Director",ABC,BBC Studios,False
140,2019,Outstanding Lighting Design/Lighting Direction For A Variety Series,So You Think You Can Dance,"Robert Barnhart, Lighting Designer; Patrick Boozer, Lighting Director; Pete Radice, Lighting Director; Madigan Stehly, Lighting Director; Matt Firestone, Lighting Director",FOX,"Dick Clark Productions, Inc. and 19 Entertainment",False
141,2019,Outstanding Lighting Design/Lighting Direction For A Variety Series,The Voice,"Oscar Dominguez, Lighting Designer; Daniel Boland, Lighting Director; Craig Housenick, Lighting Director; Ronald Wirsgalla, Lighting Director; Johnny Bradley, Lighting Director",NBC,"MGM Television, Talpa Media USA, Inc. and Warner Horizon Unscripted & Alternative Television",False
142,2019,Outstanding Lighting Design/Lighting Direction For A Variety Special,The 61st Grammy Awards,"Robert A. Dickinson, Lighting Designer; Noah Mitz, Lighting Director; Michael Berger, Lighting Director; Will Gossett, Lighting Director; Madigan Stehly, Lighting Director; Andy O'Reilly, Lighting Director; Patrick Boozer, Lighting Director; Ryan Tanker, Lighting Director",CBS,"AEG Ehrlich Ventures, LLC",False
143,2019,Outstanding Lighting Design/Lighting Direction For A Variety Special,The Kennedy Center Honors,"Robert A. Dickinson, Lighting Designer; Travis Hagenbuch, Lighting Director; Michael Berger, Lighting Director; Harry Sangmeister, Lighting Director",CBS,White Cherry Entertainment,False
144,2019,Outstanding Lighting Design/Lighting Direction For A Variety Special,The Oscars,"Robert A. Dickinson, Lighting Designer; Travis Hagenbuch, Lighting Director; Michael Berger, Lighting Director; Andy O'Reilly, Lighting Director; Patrick Boozer, Lighting Director; Ben Green, Lighting Director",ABC,The Academy of Motion Picture Arts and Sciences,False
145,2019,Outstanding Lighting Design/Lighting Direction For A Variety Special,72nd Annual Tony Awards,"Robert A. Dickinson, Lighting Designer; Noah Mitz, Lighting Director; Ed McCarthy, Lighting Director; Harry Sangmeister, Lighting Director",CBS,White Cherry Entertainment,False
146,2019,Outstanding Main Title Design,Conversations With A Killer: The Ted Bundy Tapes,"Lisa Bolan, Creative Director; Peter Murphy, Animator; Alyssa Oh, Editor; June Cho, Designer",Netflix,A Radical Media Production in association with Third Eye Motion Picture Company,False
147,2019,Outstanding Main Title Design,Warrior,"John Likens, Creative Director; Wesley Ebelhar, Art Director; Arisu Kashiwagi, Designer/Art Director",Cinemax,"Tropper Ink, Perfect Storm, Bruce Lee Entertainment",False
148,2019,Outstanding Makeup For A Multi-Camera Series Or Special (Non-Prosthetic),Dancing With The Stars,"Zena Shteysel, Department Head Makeup Artist; Angela Moos, Key Makeup Artist; Patti Ramsey-Bortoli, Additional Makeup Artist; Julie Socash, Additional Makeup Artist; Alison Gladieux, Additional Makeup Artist; Donna Bard, Additional Makeup Artist",ABC,BBC Studios,False
149,2019,Outstanding Makeup For A Multi-Camera Series Or Special (Non-Prosthetic),RENT,"Zena Shteysel, Department Head Makeup Artist; Angela Moos, Key Makeup Artist; Donna Bard, Additional Makeup Artist; Julie Socash, Additional Makeup Artist; Rocky Faulkner, Additional Makeup Artist; Bruce Grayson, Additional Makeup Artist",FOX,20th Century Fox Television,False
150,2019,Outstanding Makeup For A Multi-Camera Series Or Special (Non-Prosthetic),The Voice,"Darcy Gilmore, Department Head Makeup Artist; Kristene Bernard, Key Makeup Artist; Gina Ghiglieri, Additional Makeup Artist; Kathleen Karridene, Additional Makeup Artist; Nikki Carbonetta, Additional Makeup Artist; Erin Guth, Additional Makeup Artist",NBC,"MGM Television, Talpa Media USA, Inc. and Warner Horizon Unscripted & Alternative Television",False
151,2019,Outstanding Makeup For A Limited Series Or Movie (Non-Prosthetic),Deadwood: The Movie,"Lana Horochowski, Department Head Makeup Artist; Maurine Burke, Key Makeup Artist; Lesa Nielsen Duff, Makeup Artist; Ron Pipes, Makeup Artist; Mary Kay Morse Witt, Makeup Artist",HBO,HBO Films in association with Red Board and The Mighty Mint,False
152,2019,Outstanding Makeup For A Limited Series Or Movie (Non-Prosthetic),Sharp Objects,"Michelle Radow, Department Head Makeup Artist; Erin Rosenmann, Key Makeup Artist; Kate Biscoe, Personal Makeup Artist; Karen Rentrop, Makeup Artist",HBO,"HBO Entertainment in association with eOne and Tiny Pyro Productions, Blumhouse Television, Fourth Born, Crazyrose Productions",False
153,2019,Outstanding Makeup For A Limited Series Or Movie (Non-Prosthetic),True Detective,"John Blake, Department Head Makeup Artist; Francisco X. Perez, Key Makeup Artist; Debi Young, Personal Makeup Artist",HBO,"HBO Entertainment in association with Neon Black, Passenger and Parliament of Owls",False
154,2019,"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special",Fosse/Verdon,"Debbie Zoller, Department Head Makeup Artist; Dave Presto, Key Makeup Artist; Jackie Risotto, Personal Makeup Artist; Yoichi Art Sakamoto, Special Makeup Effects Artist; Vincent Van Dyke, Prosthetic Designer",FX Networks,Fox 21 Television Studios and FX Productions,False
155,2019,"Outstanding Prosthetic Makeup For A Series, Limited Series, Movie Or Special",Game Of Thrones,"Emma Faulkes, Special Makeup Effects Artist; Paul Spateri, Special Makeup Effects Artist; Chloe Muton-Phillips, Special Makeup Effects Artist; Duncan Jarman, Special Makeup Effects Artist; Patt Foad, Special Makeup Effects Artist; John Eldred-Tooby, Special Makeup Effects Artist; Barrie Gower, Prosthetic Designer; Sarah Gower, Prosthetic Designer",HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",False
156,2019,Outstanding Music Composition For A Series (Original Dramatic Score),Barry,"David Wingo, Music by",HBO,HBO Entertainment in association with Alec Berg and Hanarply,False
157,2019,Outstanding Music Composition For A Series (Original Dramatic Score),The Handmaid's Tale,"Adam Taylor, Music by",Hulu,"MGM, Daniel Wilson Productions, The Littlefield Company, White Oak Pictures",False
158,2019,Outstanding Music Composition For A Series (Original Dramatic Score),House of Cards,"Jeff Beal, Music by",Netflix,"Donen/Fincher/Roth and Trigger Street Productions, Inc. in association with Media Rights Capital",False
159,2019,Outstanding Music Composition For A Series (Original Dramatic Score),This Is Us,"Siddhartha Khosla, Music by",NBC,20th Century Fox Television,False
160,2019,"Outstanding Music Composition For A Limited Series, Movie Or Special (Original Dramatic Score)",Escape At Dannemora,"Edward Shearmur, Music by",Showtime,"Red Hour, Busyhands, The White Mountain Company, Michael De Luca Productions, BZ Entertainment",False
161,2019,"Outstanding Music Composition For A Limited Series, Movie Or Special (Original Dramatic Score)",Good Omens,"David Arnold, Music by",Prime Video,BBC Worldwide Limited and Amazon Studios,False
162,2019,"Outstanding Music Composition For A Limited Series, Movie Or Special (Original Dramatic Score)",True Detective,"T Bone Burnett, Music by; Keefus Ciancia, Music by",HBO,"HBO Entertainment in association with Neon Black, Passenger and Parliament of Owls",False
163,2019,"Outstanding Music Composition For A Limited Series, Movie Or Special (Original Dramatic Score)",When They See Us,"Kris Bowers, Music by",Netflix,"Participant Media, Tribeca Productions, Harpo Films, Array Filmworks",False
164,2019,Outstanding Music Direction,Aretha! A Grammy Celebration For The Queen Of Soul,"Rickey Minor, Music Direction by",CBS,"AEG Ehrlich Ventures, LLC",False
165,2019,Outstanding Music Direction,Homecoming: A Film By Beyoncé,"Beyoncé Knowles-Carter, Music Direction by; Derek Dixie, Music Direction by",Netflix,Parkwood Entertainment,False
166,2019,Outstanding Music Direction,The Oscars,"Rickey Minor, Music Direction by",ABC,The Academy of Motion Picture Arts and Sciences,False
167,2019,Outstanding Music Direction,Q85: A Musical Celebration For Quincy Jones,"Greg Phillinganes, Music Direction by",BET Networks,"AEG Ehrlich Ventures, LLC",False
168,2019,Outstanding Music Direction,Saturday Night Live,"Lenny Pickett, Music Direction by; Leon Pendarvis, Music Direction by; Eli Brueggemann, Music Direction by",NBC,SNL Studios in association with Universal Television and Broadway Video,False
169,2019,Outstanding Original Music And Lyrics,Documentary Now!,"Eli Bolin, Music by; John Mulaney, Lyrics by; Seth Meyers, Lyrics by",IFC,Broadway Video,False
170,2019,Outstanding Original Music And Lyrics,Flight Of The Conchords: Live In London,"Bret McKenzie, Music & Lyrics by; Jemaine Clement, Music & Lyrics by",HBO,HBO Entertainment in association with Done + Dusted Productions,False
171,2019,Outstanding Original Music And Lyrics,Saturday Night Live,"Eli Brueggemann, Music by; Bryan Tucker, Lyrics by; Leslie Jones, Lyrics by",NBC,SNL Studios in association with Universal Television and Broadway Video,False
172,2019,Outstanding Original Music And Lyrics,Song Of Parkland,"Mark Sonnenblick, Music by; Ashley Paseltiner, Lyrics by; Molly Reichard, Lyrics by",HBO,HBO Original Programming,False
173,2019,Outstanding Original Main Title Theme Music,Castle Rock,"Thomas Newman, Theme by",Hulu,"Bad Robot, Darkbloom, Warner Bros.",False
174,2019,Outstanding Original Main Title Theme Music,Crazy Ex-Girlfriend,"Rachel Bloom, Theme by; Jack Dolgen, Theme by; Adam Schlesinger, Theme by",CW,CBS Television Studios in association with Warner Bros. Television,False
175,2019,Outstanding Original Main Title Theme Music,Good Omens,"David Arnold, Theme by",Prime Video,BBC Worldwide Limited and Amazon Studios,False
176,2019,Outstanding Original Main Title Theme Music,Our Planet,"Steven Price, Theme by",Netflix,Silverback Films,False
177,2019,Outstanding Lead Actor In A Comedy Series,black-ish,"Anthony Anderson, as Andre ""Dre"" Johnson",ABC,ABC Studios,False
178,2019,Outstanding Lead Actor In A Comedy Series,Black Monday,"Don Cheadle, as Maurice ""Mo"" Monroe",Showtime,"Sony Pictures Television, Point Grey Pictures, Shark Vs. Bear, After Alaska",False
179,2019,Outstanding Lead Actor In A Comedy Series,The Good Place,"Ted Danson, as Michael",NBC,Universal Television in association with Fremulon and 3 Arts Entertainment,False
180,2019,Outstanding Lead Actor In A Comedy Series,The Kominsky Method,"Michael Douglas, as Sandy Kominsky",Netflix,Warner Bros. Television,False
181,2019,Outstanding Lead Actor In A Comedy Series,Schitt's Creek,"Eugene Levy, as Johnny Rose",Pop TV,"Not A Real Company Productions, Inc.",False
182,2019,Outstanding Lead Actor In A Drama Series,Ozark,"Jason Bateman, as Martin 'Marty' Byrde",Netflix,Media Rights Capital,False
183,2019,Outstanding Lead Actor In A Drama Series,This Is Us,"Sterling K. Brown, as Randall Pearson",NBC,20th Century Fox Television,False
184,2019,Outstanding Lead Actor In A Drama Series,Game Of Thrones,"Kit Harington, as Jon Snow",HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",False
185,2019,Outstanding Lead Actor In A Drama Series,Better Call Saul,"Bob Odenkirk, as Jimmy McGill",AMC,"High Bridge, Crystal Diner, Gran Via Productions and Sony Pictures Television",False
186,2019,Outstanding Lead Actor In A Drama Series,This Is Us,"Milo Ventimiglia, as Jack Pearson",NBC,20th Century Fox Television,False
187,2019,Outstanding Supporting Actor In A Limited Series Or Movie,When They See Us,"Asante Blackk, as Kevin Richardson",Netflix,"Participant Media, Tribeca Productions, Harpo Films, Array Filmworks",False
188,2019,Outstanding Supporting Actor In A Limited Series Or Movie,Escape At Dannemora,"Paul Dano, as David Sweat",Showtime,"Red Hour, Busyhands, The White Mountain Company, Michael De Luca Productions, BZ Entertainment",False
189,2019,Outstanding Supporting Actor In A Limited Series Or Movie,When They See Us,"John Leguizamo, as Raymond Santana, Sr.",Netflix,"Participant Media, Tribeca Productions, Harpo Films, Array Filmworks",False
190,2019,Outstanding Supporting Actor In A Limited Series Or Movie,When They See Us,"Michael K. Williams, as Bobby McCray",Netflix,"Participant Media, Tribeca Productions, Harpo Films, Array Filmworks",False
191,2019,Outstanding Lead Actress In A Comedy Series,Dead To Me,"Christina Applegate, as Jen",Netflix,CBS Television Studios,False
192,2019,Outstanding Lead Actress In A Comedy Series,The Marvelous Mrs. Maisel,"Rachel Brosnahan, as Miriam 'Midge' Maisel",Prime Video,Amazon Studios,False
193,2019,Outstanding Lead Actress In A Comedy Series,Veep,"Julia Louis-Dreyfus, as Selina Meyer",HBO,HBO Entertainment,False
194,2019,Outstanding Lead Actress In A Comedy Series,Russian Doll,"Natasha Lyonne, as Nadia",Netflix,"Universal Television in association with Jax Media, Paper Kite Productions, 3 Arts Entertainment, Shoot to Midnight, Avenue A",False
195,2019,Outstanding Lead Actress In A Comedy Series,Schitt's Creek,"Catherine O'Hara, as Moira Rose",Pop TV,"Not A Real Company Productions, Inc.",False
196,2019,Outstanding Lead Actress In A Drama Series,Game Of Thrones,"Emilia Clarke, as Daenerys Targaryen",HBO,"HBO Entertainment in association with Bighead, Littlehead; 360 Television/Startling Television",False
197,2019,Outstanding Lead Actress In A Drama Series,How To Get Away With Murder,"Viola Davis, as Annalise Keating",ABC,ABC Studios,False
198,2019,Outstanding Lead Actress In A Drama Series,Ozark,"Laura Linney, as Wendy Byrde",Netflix,Media Rights Capital,False
199,2019,Outstanding Lead Actress In A Drama Series,This Is Us,"Mandy Moore, as Rebecca Pearson",NBC,20th Century Fox Television,False
200,2019,Outstanding Lead Actress In A Drama Series,Killing Eve,"Sandra Oh, as Eve Polastri",BBC America,Sid Gentle Films Ltd.,False
201,2019,Outstanding Lead Actress In A Drama Series,House Of Cards,"Robin Wright, as Claire Underwood",Netflix,"Donen/Fincher/Roth and Trigger Street Productions, Inc. in association with Media Rights Capital",False
202,2019,Outstanding Lead Actress In A Limited Series Or Movie,Sharp Objects,"Amy Adams, as Camille Preaker",HBO,"HBO Entertainment in association with eOne and Tiny Pyro Productions, Blumhouse Television, Fourth Born, Crazyrose Productions",False
